,loss,cls_loss,loc_loss,diversity,fscore
0,1.7610478699207306,0.9595861166715622,0.8014617532491684,0.47513371350416167,0.6054616128754112
1,1.5753575325012208,0.8584687694907188,0.7168887585401535,0.47951064929386344,0.6239706224232288
2,1.568298691511154,0.8644665643572808,0.7038321301341057,0.47894676873174297,0.6413590979007187
3,1.5544398546218872,0.8608197435736656,0.6936201214790344,0.476600422933766,0.6149220151065349
4,1.5134142905473709,0.846448390185833,0.6669659003615379,0.4759452237452357,0.5998890979402185
5,1.5233197271823884,0.8541589111089707,0.6691608183085919,0.47690292545419144,0.6189792366942671
6,1.4890321522951127,0.8400845393538475,0.6489476151764393,0.4776396139984354,0.6238066025220312
7,1.4467060327529908,0.8189908757805824,0.6277151525020599,0.47718758106210074,0.617074040232245
8,1.4848962604999543,0.8344934657216072,0.6504027888178825,0.48457394658366876,0.619058022126619
9,1.460856917500496,0.8148455172777176,0.6460113957524299,0.47808569609706825,0.6294949211489017
10,1.4514011204242707,0.8190791055560112,0.6323220193386078,0.4760022474872221,0.6197437817180478
11,1.4384814590215682,0.8131718814373017,0.6253095753490925,0.4754764471827535,0.6199993240814989
12,1.479649892449379,0.8373035073280335,0.6423463836312294,0.47393975004857547,0.6107958103533323
13,1.4855885326862335,0.8176241055130958,0.6679644361138344,0.4710771506509359,0.6110735651128023
14,1.4601018220186233,0.8119790777564049,0.6481227397918701,0.48012972483246896,0.6138749165350307
15,1.4276706278324127,0.8188627064228058,0.6088079243898392,0.4726288415135291,0.624393234489908
16,1.4185835152864457,0.8134207934141159,0.6051627166569233,0.4839188815606594,0.6199243646809389
17,1.4115752011537552,0.7949433237314224,0.6166318722069264,0.474611932808927,0.6289676908192763
18,1.3971907079219819,0.8101139590144157,0.5870767511427403,0.47813208851067496,0.6043191100564999
19,1.3943326622247696,0.7949415683746338,0.5993910968303681,0.47631329486992496,0.6033780757225577
20,1.3916098654270173,0.7810675412416458,0.610542319715023,0.4708376726001763,0.6382335098011005
21,1.3939908683300017,0.7991582408547402,0.5948326379060745,0.4823777346499279,0.6163808796920772
22,1.3745380997657777,0.7850214585661888,0.5895166374742985,0.47170561720574955,0.6275220459343489
23,1.356044065952301,0.78108951151371,0.5749545484781265,0.4740413331687753,0.6271693486598621
24,1.338139745593071,0.7730316564440727,0.5651080809533596,0.4784988879341522,0.6239862612278875
25,1.3211320132017135,0.7617863804101944,0.5593456394970417,0.47510645563302945,0.6155295886294134
26,1.3533787429332733,0.7905233830213547,0.5628553681075573,0.47645530587684737,0.6186742200294094
27,1.3231606483459473,0.7618312060832977,0.5613294512033462,0.47314455808161926,0.6168931969214847
28,1.3174555748701096,0.7635958254337311,0.5538597583770752,0.4687603236307546,0.6333500365490609
29,1.356399193406105,0.7803682595491409,0.576030945777893,0.4726731472862908,0.6264138509570765
30,1.3230166405439376,0.7493885308504105,0.5736281082034111,0.47111118212734127,0.6244475594496894
31,1.3126552790403365,0.7546627223491669,0.5579925566911698,0.47407364204029223,0.6249450466639681
32,1.3088989734649659,0.7547280803322792,0.5541708990931511,0.4739694496397986,0.6384127605748317
33,1.308600828051567,0.7560861110687256,0.5525147080421448,0.46871639734915715,0.6114760784572131
34,1.2948784619569778,0.7545719057321548,0.5403065539896488,0.4720121219000825,0.6250772924326939
35,1.2992036312818527,0.7413870453834533,0.5578165896236896,0.47358099284484334,0.6336055249566159
36,1.2901395946741103,0.758222396671772,0.5319171980023384,0.47409949686357616,0.6342587492593349
37,1.284714412689209,0.7410231292247772,0.5436912849545479,0.4757753620807651,0.6137129817539833
38,1.2488911211490632,0.7240554049611092,0.5248357079923153,0.476755562667692,0.6175031298508898
39,1.2930819779634475,0.7450067177414894,0.5480752602219582,0.47304511225375123,0.6209248449388178
40,1.2550048887729646,0.7381851300597191,0.5168197549879551,0.48105947251099,0.630836696558166
41,1.25945286154747,0.7397123545408248,0.5197404988110066,0.47754377041272755,0.6300963228041975
42,1.249914249777794,0.7251297205686569,0.524784529209137,0.47365970745977454,0.6257568070068042
43,1.2418347358703614,0.728349357843399,0.5134853728115558,0.4756015224381557,0.6210220027441473
44,1.242653712630272,0.7272774770855903,0.5153762392699719,0.4789471962433858,0.613942675949543
45,1.2227928280830382,0.7309544816613197,0.4918383374810219,0.473869818054923,0.6278030070569888
46,1.2306245282292365,0.7179279074072837,0.5126966156065464,0.4750965852003833,0.6100754230464209
47,1.2077836781740188,0.7368429690599442,0.47094070464372634,0.4711529851896442,0.6064607070886652
48,1.1946033149957658,0.7088773444294929,0.48572597429156306,0.47539227886679064,0.624811451726181
